frame_idx_global,session,row,phaseg_correct_red,phaseg_shuf_red,phaseg_fake5k_red,phaseg_fake25k_red,phaseg_fake70k_red,phaseg_fake100k_red,delta_red_shuf,delta_red_fake100k,binder_e2fp16_red,ae64f_correct_red,z_correct_mean,z_correct_p95,z_shuf_mean,z_shuf_p95,z_fake100k_mean,z_fake100k_p95,excess_shuf_mean,excess_shuf_p95,excess_shuf_red,excess_fake100k_mean,excess_fake100k_p95,excess_fake100k_red,has_real,has_shuf,has_fake5k,has_fake25k,has_fake70k,has_fake100k,has_binder,has_ae
4238,D2,4238,0.00252,0.07786,0.09237,0.06447,0.05918,0.05573,0.07534,0.05320,0.00159,0.01506,1.0018,2.9510,4.0844,15.1013,3.5791,12.8241,1.4989,4.0000,0.42912,1.4258,4.0000,0.40863,1,1,1,1,1,1,1,1
4239,D2,4239,0.00342,0.08012,0.07800,0.05648,0.05229,0.04722,0.07670,0.04380,0.00201,0.02000,1.0001,2.8542,4.0309,15.0550,3.3164,12.0124,1.4640,4.0000,0.41722,1.3218,4.0000,0.38216,1,1,1,1,1,1,1,1
4240,D2,4240,0.00230,0.06604,0.07756,0.05298,0.04940,0.04710,0.06374,0.04480,0.00169,0.02108,0.9828,2.9432,3.9103,14.0056,3.3076,11.9499,1.4871,4.0000,0.43097,1.3322,4.0000,0.38637,1,1,1,1,1,1,1,1
4241,D2,4241,0.00273,0.07182,0.08555,0.05796,0.05355,0.05013,0.06909,0.04740,0.00258,0.01512,0.9755,2.7904,3.9450,14.4290,3.4049,12.3035,1.4751,4.0000,0.42137,1.3745,4.0000,0.39720,1,1,1,1,1,1,1,1
4242,D2,4242,0.00254,0.07434,0.07874,0.05328,0.04901,0.04616,0.07180,0.04362,0.00134,0.01589,0.9744,2.8731,4.0717,14.6768,3.3767,11.8865,1.5308,4.0000,0.44263,1.3854,4.0000,0.39966,1,1,1,1,1,1,1,1
4243,D2,4243,0.00285,0.06696,0.06793,0.04647,0.04342,0.04018,0.06411,0.03733,0.00222,0.01542,0.9656,2.8084,3.9450,14.0365,3.1995,11.3166,1.5373,4.0000,0.44722,1.3308,4.0000,0.38556,1,1,1,1,1,1,1,1
4244,D2,4244,0.00224,0.07086,0.08667,0.06089,0.05672,0.05359,0.06862,0.05135,0.00114,0.01807,0.9872,2.9857,3.9476,14.3730,3.4475,12.6723,1.4806,4.0000,0.42672,1.3558,4.0000,0.38841,1,1,1,1,1,1,1,1
4245,D2,4245,0.00305,0.07121,0.08207,0.05715,0.05229,0.04932,0.06816,0.04626,0.00163,0.01475,0.9760,2.8270,3.9552,14.4312,3.3230,12.2017,1.4997,4.0000,0.43292,1.3295,4.0000,0.38542,1,1,1,1,1,1,1,1
4246,D2,4246,0.00161,0.07314,0.08020,0.05373,0.04978,0.04397,0.07153,0.04236,0.00165,0.01270,0.9209,2.6476,3.9035,14.5423,3.2112,11.6536,1.4877,4.0000,0.42499,1.3102,4.0000,0.37895,1,1,1,1,1,1,1,1
4247,D2,4247,0.00177,0.07094,0.07576,0.05212,0.05037,0.04747,0.06917,0.04569,0.00277,0.01699,0.9414,2.7732,4.0109,14.2227,3.3410,11.9752,1.5319,4.0000,0.43896,1.3686,4.0000,0.39712,1,1,1,1,1,1,1,1
4248,D2,4248,0.00301,0.06555,0.07235,0.05050,0.04472,0.04167,0.06254,0.03866,0.00344,0.01131,0.9714,2.7922,3.8631,13.8221,3.2435,11.4505,1.4858,4.0000,0.42615,1.3389,4.0000,0.38810,1,1,1,1,1,1,1,1
4249,D2,4249,0.00134,0.06848,0.08122,0.05910,0.05196,0.04889,0.06714,0.04755,0.00130,0.01320,0.9760,2.9452,4.0505,14.2536,3.3913,12.1773,1.5710,4.0000,0.44965,1.3685,4.0000,0.39543,1,1,1,1,1,1,1,1
4250,D2,4250,0.00248,0.07090,0.07414,0.04952,0.04759,0.04370,0.06842,0.04122,0.00144,0.01251,0.9320,2.5976,3.9194,14.4635,3.2661,11.7141,1.4668,4.0000,0.41772,1.3456,4.0000,0.38934,1,1,1,1,1,1,1,1
4251,D2,4251,0.00218,0.06927,0.08258,0.05762,0.05416,0.05025,0.06710,0.04808,0.00120,0.01495,0.9461,2.6823,4.0152,14.2493,3.4138,12.3118,1.5367,4.0000,0.44594,1.3663,4.0000,0.39589,1,1,1,1,1,1,1,1
4252,D2,4252,0.00260,0.06993,0.07778,0.05568,0.04978,0.04871,0.06732,0.04610,0.00183,0.01438,0.9406,2.6837,3.9994,14.2697,3.4364,12.1616,1.5186,4.0000,0.43341,1.4190,4.0000,0.41054,1,1,1,1,1,1,1,1
4253,D2,4253,0.00474,0.07192,0.07672,0.05424,0.05387,0.05003,0.06718,0.04529,0.00165,0.01221,1.0624,3.0247,4.0465,14.5797,3.4187,12.2909,1.4584,4.0000,0.41728,1.3806,4.0000,0.39777,1,1,1,1,1,1,1,1
4254,D2,4254,0.00368,0.07078,0.08274,0.05711,0.05082,0.04781,0.06710,0.04413,0.00199,0.01379,1.0497,2.9907,4.0498,14.3773,3.3119,12.0368,1.4945,4.0000,0.42926,1.3202,4.0000,0.38257,1,1,1,1,1,1,1,1
4255,D2,4255,0.00378,0.06632,0.07912,0.05162,0.04620,0.04173,0.06254,0.03794,0.00177,0.01062,1.0740,3.1413,3.8661,13.8076,3.2412,11.4860,1.3953,4.0000,0.39433,1.3118,4.0000,0.37974,1,1,1,1,1,1,1,1
4256,D2,4256,0.00474,0.07214,0.07607,0.05259,0.05223,0.04781,0.06740,0.04307,0.00205,0.01394,1.0477,3.0171,4.0800,14.4516,3.3453,12.1182,1.5161,4.0000,0.43803,1.3363,4.0000,0.38643,1,1,1,1,1,1,1,1
4257,D2,4257,0.00444,0.07064,0.07619,0.05511,0.05170,0.05135,0.06620,0.04692,0.00132,0.01611,1.0855,3.2235,4.0205,14.3721,3.4907,12.4390,1.4554,4.0000,0.41549,1.4072,4.0000,0.40804,1,1,1,1,1,1,1,1
4258,D2,4258,0.00421,0.07381,0.07963,0.05503,0.05306,0.04926,0.06960,0.04504,0.00102,0.01023,1.0577,3.0939,4.0213,14.6228,3.3720,12.1946,1.4634,4.0000,0.42013,1.3244,4.0000,0.38293,1,1,1,1,1,1,1,1
4259,D2,4259,0.00356,0.06960,0.09047,0.06213,0.05487,0.05098,0.06604,0.04742,0.00277,0.01882,1.0654,3.1056,4.0452,14.2098,3.5173,12.3901,1.4885,4.0000,0.42314,1.4098,4.0000,0.40424,1,1,1,1,1,1,1,1
4260,D2,4260,0.00372,0.06944,0.07961,0.05627,0.05402,0.05070,0.06571,0.04698,0.00242,0.01168,1.0277,3.0292,4.0195,14.1839,3.4324,12.3437,1.5105,4.0000,0.43357,1.3686,4.0000,0.39482,1,1,1,1,1,1,1,1
4261,D2,4261,0.00368,0.07776,0.08291,0.05914,0.05599,0.05347,0.07408,0.04978,0.00332,0.01565,1.0547,3.1978,4.1981,14.8477,3.5233,12.5970,1.5347,4.0000,0.43563,1.3987,4.0000,0.40322,1,1,1,1,1,1,1,1
4262,D2,4262,0.00370,0.06289,0.08516,0.05823,0.05444,0.05062,0.05918,0.04692,0.00374,0.01023,1.0167,3.0026,3.7507,13.4133,3.3408,12.3302,1.3892,4.0000,0.39528,1.3221,4.0000,0.38253,1,1,1,1,1,1,1,1
4263,D2,4263,0.00342,0.08044,0.08272,0.06101,0.05884,0.05284,0.07703,0.04942,0.00460,0.01084,0.9999,2.8343,4.1691,15.4075,3.4321,12.5604,1.4887,4.0000,0.42092,1.3677,4.0000,0.39549,1,1,1,1,1,1,1,1
4264,D2,4264,0.00346,0.07501,0.08067,0.05699,0.05432,0.05111,0.07155,0.04765,0.00537,0.00897,0.9999,2.9241,4.0131,14.7249,3.4448,12.3843,1.4376,4.0000,0.40664,1.3758,4.0000,0.39758,1,1,1,1,1,1,1,1
4265,D2,4265,0.00441,0.07332,0.08087,0.06104,0.05778,0.05536,0.06891,0.05094,0.00267,0.01029,1.0212,2.9256,4.0421,14.5397,3.5442,12.8036,1.4944,4.0000,0.42727,1.3807,4.0000,0.39724,1,1,1,1,1,1,1,1
4266,D2,4266,0.00205,0.07369,0.08657,0.05770,0.05029,0.04993,0.07163,0.04787,0.00269,0.01013,0.9680,2.8534,4.0832,14.7216,3.4069,12.2818,1.5209,4.0000,0.43390,1.3728,4.0000,0.39626,1,1,1,1,1,1,1,1
4267,D2,4267,0.00372,0.07023,0.08439,0.05707,0.05233,0.04995,0.06651,0.04622,0.00124,0.01329,1.0150,2.9709,3.9809,14.3432,3.4278,12.2879,1.4494,4.0000,0.41174,1.3674,4.0000,0.39355,1,1,1,1,1,1,1,1
4268,D2,4268,0.00338,0.07310,0.07603,0.04962,0.04775,0.04287,0.06972,0.03949,0.00203,0.00954,0.9531,2.6554,3.9085,14.6358,3.2512,11.6292,1.4348,4.0000,0.40757,1.3551,4.0000,0.39417,1,1,1,1,1,1,1,1
4269,D2,4269,0.00185,0.06307,0.08205,0.05355,0.04983,0.04679,0.06122,0.04494,0.00342,0.01465,0.9506,2.7838,3.7645,13.5461,3.3839,11.9533,1.4585,4.0000,0.42059,1.4066,4.0000,0.40658,1,1,1,1,1,1,1,1
4270,D2,4270,0.00317,0.07023,0.07912,0.05487,0.04991,0.04413,0.06706,0.04095,0.00625,0.01331,0.9779,2.8449,3.9376,14.4166,3.2924,11.6939,1.4722,4.0000,0.42141,1.3646,4.0000,0.39663,1,1,1,1,1,1,1,1
4271,D2,4271,0.00130,0.07574,0.08722,0.06622,0.06451,0.06140,0.07444,0.06010,0.00311,0.01591,0.9881,2.9804,4.2008,14.9372,3.7139,13.4402,1.6078,4.0000,0.46639,1.4494,4.0000,0.41709,1,1,1,1,1,1,1,1
4272,D2,4272,0.00260,0.06683,0.07385,0.05320,0.05054,0.04826,0.06423,0.04565,0.00104,0.01021,0.9152,2.5403,3.8352,14.0974,3.3223,12.0831,1.4660,4.0000,0.41968,1.3523,4.0000,0.39058,1,1,1,1,1,1,1,1
4273,D2,4273,0.00260,0.06993,0.08142,0.05666,0.05048,0.04576,0.06732,0.04315,0.00112,0.01219,0.9422,2.6169,3.9938,14.2106,3.3198,11.8889,1.5274,4.0000,0.43581,1.3571,4.0000,0.39317,1,1,1,1,1,1,1,1
4274,D2,4274,0.00352,0.07139,0.08502,0.05847,0.05475,0.05113,0.06787,0.04761,0.00179,0.00842,0.9580,2.6922,4.0474,14.3398,3.3817,12.4085,1.5618,4.0000,0.45026,1.3626,4.0000,0.39317,1,1,1,1,1,1,1,1
4275,D2,4275,0.00240,0.07115,0.07208,0.05162,0.04948,0.04736,0.06875,0.04496,0.00112,0.00863,0.9191,2.6020,3.9185,14.3148,3.3399,11.9886,1.4946,4.0000,0.42631,1.3647,4.0000,0.39557,1,1,1,1,1,1,1,1
4276,D2,4276,0.00334,0.07227,0.07601,0.05544,0.05247,0.04675,0.06893,0.04342,0.00144,0.01042,0.9621,2.7150,3.9446,14.4309,3.2554,11.9317,1.4952,4.0000,0.42700,1.3184,4.0000,0.38324,1,1,1,1,1,1,1,1
4277,D2,4277,0.00305,0.07642,0.08230,0.05902,0.05385,0.05029,0.07336,0.04724,0.00228,0.01038,0.9493,2.6869,4.1396,15.1393,3.3667,12.3217,1.5577,4.0000,0.44621,1.3431,4.0000,0.38725,1,1,1,1,1,1,1,1
4278,D2,4278,0.00330,0.06753,0.08272,0.06010,0.05688,0.05349,0.06423,0.05019,0.00149,0.01406,0.9669,2.7261,3.8999,14.0504,3.4326,12.6596,1.4906,4.0000,0.42753,1.3534,4.0000,0.39056,1,1,1,1,1,1,1,1
4279,D2,4279,0.00224,0.06057,0.08657,0.06413,0.06240,0.05670,0.05833,0.05446,0.00236,0.00861,0.9534,2.7436,3.8774,13.1995,3.5275,12.9465,1.5688,4.0000,0.45471,1.3913,4.0000,0.39943,1,1,1,1,1,1,1,1
4280,D2,4280,0.00360,0.06826,0.08211,0.05448,0.05094,0.04706,0.06466,0.04346,0.00236,0.00907,0.9365,2.5019,3.9021,14.1375,3.2798,11.9829,1.4874,4.0000,0.42759,1.3226,4.0000,0.38253,1,1,1,1,1,1,1,1
4281,D2,4281,0.00307,0.07229,0.07402,0.05280,0.05265,0.04932,0.06921,0.04624,0.00142,0.01080,0.9440,2.6751,4.0194,14.4928,3.3617,12.2064,1.5241,4.0000,0.43758,1.3512,4.0000,0.39050,1,1,1,1,1,1,1,1
4282,D2,4282,0.00277,0.06936,0.08280,0.06042,0.05896,0.05459,0.06659,0.05182,0.00059,0.00555,0.9255,2.5342,3.9309,14.2395,3.4261,12.7647,1.5036,4.0000,0.43260,1.3672,4.0000,0.39353,1,1,1,1,1,1,1,1
4283,D2,4283,0.00372,0.07216,0.08311,0.05969,0.05225,0.05039,0.06844,0.04667,0.00090,0.00983,0.9505,2.5981,4.0163,14.9220,3.3924,12.3280,1.4945,4.0000,0.42778,1.3596,4.0000,0.39185,1,1,1,1,1,1,1,1
4284,D2,4284,0.00389,0.07338,0.07798,0.05467,0.05139,0.04726,0.06950,0.04338,0.00201,0.01274,0.9570,2.6994,4.1275,14.8904,3.3436,12.0255,1.5735,4.0000,0.45546,1.3589,4.0000,0.39386,1,1,1,1,1,1,1,1
4285,D2,4285,0.00405,0.06862,0.08358,0.05835,0.05253,0.05017,0.06458,0.04612,0.00114,0.00893,0.9532,2.5698,3.9614,14.2469,3.2784,12.3089,1.5138,4.0000,0.43184,1.2871,4.0000,0.37203,1,1,1,1,1,1,1,1
4286,D2,4286,0.00385,0.07334,0.08380,0.06006,0.05642,0.05253,0.06950,0.04869,0.00102,0.01440,0.9620,2.6255,4.0059,14.8422,3.3810,12.5411,1.5111,4.0000,0.43254,1.3403,4.0000,0.38688,1,1,1,1,1,1,1,1
4287,D2,4287,0.00368,0.07127,0.08305,0.05463,0.04928,0.04500,0.06759,0.04132,0.00067,0.01080,0.9609,2.6570,4.0162,14.3081,3.2091,11.7844,1.5350,4.0000,0.43575,1.3027,4.0000,0.37775,1,1,1,1,1,1,1,1
4288,D2,4288,0.00354,0.06795,0.07792,0.05530,0.05288,0.04893,0.06441,0.04539,0.00191,0.00922,0.9383,2.5587,3.8782,14.1125,3.2493,12.1788,1.4786,4.0000,0.42236,1.2970,4.0000,0.37437,1,1,1,1,1,1,1,1
4289,D2,4289,0.00319,0.06032,0.08683,0.05888,0.05404,0.05080,0.05713,0.04761,0.00165,0.00840,0.9238,2.4940,3.7671,13.3133,3.3471,12.3769,1.4967,4.0000,0.43077,1.3371,4.0000,0.38603,1,1,1,1,1,1,1,1
4290,D2,4290,0.00387,0.07033,0.08663,0.06612,0.06061,0.05632,0.06647,0.05245,0.00149,0.00940,0.9278,2.4857,3.9474,14.4887,3.4721,12.9524,1.4771,4.0000,0.41929,1.3652,4.0000,0.38999,1,1,1,1,1,1,1,1
4291,D2,4291,0.00380,0.06256,0.08543,0.05634,0.05129,0.04702,0.05876,0.04321,0.00244,0.00834,0.9201,2.4605,3.6754,13.5603,3.3859,12.0174,1.4333,4.0000,0.41457,1.3890,4.0000,0.40220,1,1,1,1,1,1,1,1
4292,D2,4292,0.00228,0.07113,0.08525,0.05768,0.05353,0.04978,0.06885,0.04751,0.00208,0.00547,0.9139,2.5228,3.8645,14.4835,3.3584,12.2630,1.4571,4.0000,0.41581,1.3363,4.0000,0.38534,1,1,1,1,1,1,1,1
4293,D2,4293,0.00441,0.07969,0.08423,0.06356,0.06622,0.06250,0.07528,0.05809,0.00132,0.01015,0.9837,2.7818,4.1080,15.4000,3.5574,13.5241,1.5033,4.0000,0.42802,1.3655,4.0000,0.39244,1,1,1,1,1,1,1,1
4294,D2,4294,0.00511,0.08301,0.07434,0.05843,0.05904,0.05593,0.07790,0.05082,0.00360,0.01742,1.0531,3.1085,4.3600,15.3773,3.4926,12.9585,1.6676,4.0000,0.47929,1.3519,4.0000,0.38865,1,1,1,1,1,1,1,1
4295,D2,4295,0.00405,0.07534,0.08445,0.06132,0.05908,0.05556,0.07129,0.05151,0.00248,0.00954,0.9707,2.6840,3.9883,14.8263,3.4271,12.8299,1.4883,4.0000,0.42682,1.3400,4.0000,0.38357,1,1,1,1,1,1,1,1
4296,D2,4296,0.00816,0.07534,0.07916,0.06175,0.05607,0.05440,0.06718,0.04624,0.00364,0.02153,1.0915,3.0000,3.9674,14.9922,3.4547,12.7219,1.4536,4.0000,0.41748,1.3323,4.0000,0.38552,1,1,1,1,1,1,1,1
4297,D2,4297,0.00808,0.07070,0.09096,0.06714,0.05949,0.05564,0.06262,0.04757,0.00275,0.01524,1.0801,2.9552,3.8529,14.4738,3.3927,12.8937,1.4190,4.0000,0.40712,1.3038,4.0000,0.37370,1,1,1,1,1,1,1,1
4298,D2,4298,0.00716,0.07432,0.07583,0.05534,0.05330,0.05098,0.06716,0.04382,0.00348,0.01575,1.0385,2.8207,4.1527,14.7593,3.2725,12.4139,1.6130,4.0000,0.46415,1.2752,4.0000,0.37126,1,1,1,1,1,1,1,1
4299,D2,4299,0.00928,0.08341,0.08207,0.05806,0.05798,0.05162,0.07414,0.04234,0.00517,0.02191,1.1505,3.1913,4.3154,15.8805,3.4965,12.4644,1.5573,4.0000,0.44617,1.3640,4.0000,0.39221,1,1,1,1,1,1,1,1
4300,D2,4300,0.00875,0.08759,0.09163,0.06964,0.06376,0.06244,0.07884,0.05369,0.00391,0.01969,1.1041,3.1394,4.3451,16.2092,3.6190,13.4585,1.5832,4.0000,0.45286,1.3664,4.0000,0.39014,1,1,1,1,1,1,1,1
4301,D2,4301,0.01042,0.07666,0.08378,0.06228,0.06002,0.05713,0.06624,0.04671,0.00250,0.02171,1.1276,3.0302,4.1545,15.3697,3.4980,13.0501,1.4998,4.0000,0.43107,1.3171,4.0000,0.38021,1,1,1,1,1,1,1,1
4302,D2,4302,0.00840,0.07406,0.07924,0.05969,0.05412,0.05448,0.06565,0.04608,0.00441,0.01774,1.1062,2.9258,4.0859,14.8131,3.3445,12.7758,1.5068,4.0000,0.43138,1.2616,4.0000,0.36552,1,1,1,1,1,1,1,1
4303,D2,4303,0.00808,0.08201,0.09226,0.07050,0.06525,0.06254,0.07393,0.05446,0.00419,0.01707,1.0950,3.0376,4.2434,15.6870,3.6726,13.6801,1.5389,4.0000,0.43815,1.3786,4.0000,0.39701,1,1,1,1,1,1,1,1
4304,D2,4304,0.00895,0.08059,0.08604,0.06462,0.05979,0.05670,0.07163,0.04775,0.00346,0.01815,1.1107,3.0074,4.1819,15.5414,3.5370,12.9698,1.4942,4.0000,0.42816,1.3341,4.0000,0.38426,1,1,1,1,1,1,1,1
4305,D2,4305,0.00751,0.07841,0.09100,0.06807,0.06521,0.06122,0.07090,0.05371,0.00417,0.01715,1.0894,3.0695,4.1507,14.9424,3.5517,13.5216,1.5410,4.0000,0.44116,1.3335,4.0000,0.38204,1,1,1,1,1,1,1,1
4306,D2,4306,0.00747,0.07168,0.07890,0.05798,0.05727,0.05434,0.06421,0.04688,0.00553,0.01792,1.0699,2.9902,4.0071,14.5592,3.4864,12.7456,1.5055,4.0000,0.43776,1.3441,4.0000,0.38818,1,1,1,1,1,1,1,1
4307,D2,4307,0.00684,0.07776,0.09200,0.06755,0.06038,0.05894,0.07092,0.05210,0.00460,0.01912,1.0468,2.8981,4.0499,15.1157,3.4476,13.1729,1.4802,4.0000,0.42234,1.3260,4.0000,0.37952,1,1,1,1,1,1,1,1
4308,D2,4308,0.00702,0.06531,0.08331,0.06523,0.06423,0.06187,0.05829,0.05485,0.00348,0.01925,1.0760,3.0357,3.8346,13.9463,3.6453,13.5528,1.4369,4.0000,0.41673,1.3962,4.0000,0.40049,1,1,1,1,1,1,1,1
4309,D2,4309,0.00596,0.07296,0.08462,0.06866,0.06118,0.05904,0.06700,0.05308,0.00362,0.01833,1.0516,3.0674,4.0146,14.6015,3.5802,13.2638,1.5082,4.0000,0.43390,1.3547,4.0000,0.38647,1,1,1,1,1,1,1,1
4310,D2,4310,0.00564,0.08592,0.08665,0.06248,0.06055,0.05587,0.08028,0.05023,0.00362,0.01648,1.0477,3.0075,4.1164,15.8761,3.4969,12.8217,1.4582,4.0000,0.41105,1.3546,4.0000,0.38871,1,1,1,1,1,1,1,1
4311,D2,4311,0.00629,0.07332,0.07589,0.05727,0.05570,0.05174,0.06704,0.04545,0.00226,0.01371,1.0412,2.8484,4.0211,14.6797,3.3587,12.4754,1.4952,4.0000,0.43079,1.2995,4.0000,0.37461,1,1,1,1,1,1,1,1
4312,D2,4312,0.00777,0.07705,0.08754,0.06439,0.06110,0.05760,0.06927,0.04983,0.00657,0.02427,1.1281,3.2127,4.1804,15.1007,3.4934,12.9915,1.5338,4.0000,0.43927,1.3278,4.0000,0.37935,1,1,1,1,1,1,1,1
4313,D2,4313,0.00724,0.07145,0.09145,0.06612,0.06071,0.05542,0.06421,0.04818,0.00380,0.01306,1.0345,2.7122,3.8794,14.5978,3.3987,12.8076,1.4453,4.0000,0.41311,1.3263,4.0000,0.38127,1,1,1,1,1,1,1,1
4314,D2,4314,0.00745,0.08144,0.09475,0.06974,0.06458,0.06075,0.07399,0.05330,0.00576,0.02014,1.0881,3.0084,4.0597,15.4995,3.5253,13.3601,1.4430,4.0000,0.41101,1.3211,4.0000,0.37793,1,1,1,1,1,1,1,1
4315,D2,4315,0.00730,0.07530,0.09131,0.06494,0.06099,0.05754,0.06799,0.05023,0.00568,0.02018,1.0760,3.1096,4.0366,14.9660,3.6068,13.1078,1.4886,4.0000,0.42922,1.3827,4.0000,0.39480,1,1,1,1,1,1,1,1
4316,D2,4316,0.00541,0.06441,0.09328,0.06732,0.06323,0.05990,0.05900,0.05448,0.00238,0.01060,1.0477,2.8959,3.8734,13.5809,3.5552,13.2355,1.5014,4.0000,0.43520,1.3509,4.0000,0.38525,1,1,1,1,1,1,1,1
4317,D2,4317,0.00686,0.08146,0.08868,0.06618,0.05851,0.05316,0.07461,0.04631,0.00496,0.01939,1.0872,3.1638,4.2042,15.3183,3.4736,12.5978,1.5499,4.0000,0.44161,1.3489,4.0000,0.38647,1,1,1,1,1,1,1,1
4318,D2,4318,0.00708,0.06716,0.08044,0.05552,0.05225,0.04871,0.06008,0.04163,0.00633,0.01381,1.0486,2.8519,3.8606,14.0243,3.2977,12.1641,1.4890,4.0000,0.42863,1.3072,4.0000,0.37644,1,1,1,1,1,1,1,1
4319,D2,4319,0.00793,0.08348,0.09031,0.06622,0.05990,0.05558,0.07554,0.04765,0.00523,0.01766,1.1328,3.2007,4.1363,15.6824,3.4620,12.9835,1.4612,4.0000,0.41829,1.3167,4.0000,0.38200,1,1,1,1,1,1,1,1
4320,D2,4320,0.00698,0.08089,0.08128,0.05967,0.05880,0.05609,0.07391,0.04911,0.00330,0.01628,1.0716,2.9568,4.0785,15.4635,3.4249,12.9284,1.4559,4.0000,0.41807,1.3149,4.0000,0.38003,1,1,1,1,1,1,1,1
4321,D2,4321,0.00545,0.07310,0.08598,0.05927,0.05605,0.05219,0.06765,0.04673,0.00413,0.01451,1.0139,2.7962,3.8637,14.4945,3.3973,12.5334,1.4450,4.0000,0.41284,1.3112,4.0000,0.37748,1,1,1,1,1,1,1,1
4322,D2,4322,0.00663,0.08018,0.07957,0.06038,0.05931,0.05570,0.07355,0.04907,0.00303,0.01697,1.0648,2.9473,4.0224,15.1761,3.4617,12.8919,1.4606,4.0000,0.41882,1.3184,4.0000,0.38157,1,1,1,1,1,1,1,1
4323,D2,4323,0.00852,0.07111,0.08307,0.06238,0.05788,0.05452,0.06258,0.04600,0.00720,0.02010,1.1148,3.0465,3.9814,14.4384,3.4125,12.8179,1.4547,4.0000,0.41620,1.3069,4.0000,0.37555,1,1,1,1,1,1,1,1
4324,D2,4324,0.00913,0.07314,0.09007,0.06525,0.06258,0.05715,0.06401,0.04801,0.00893,0.01921,1.1361,3.1185,3.9231,14.8444,3.4799,13.0810,1.4122,4.0000,0.40352,1.3091,4.0000,0.37673,1,1,1,1,1,1,1,1
4325,D2,4325,0.00641,0.06891,0.08492,0.06291,0.05927,0.05605,0.06250,0.04964,0.00401,0.01392,1.0578,3.0198,3.9679,14.2606,3.4423,12.9418,1.5198,4.0000,0.44283,1.3145,4.0000,0.37783,1,1,1,1,1,1,1,1
4326,D2,4326,0.00708,0.07458,0.08789,0.06187,0.06047,0.05678,0.06750,0.04970,0.00549,0.01917,1.0560,2.9941,4.0100,14.7776,3.4849,12.9904,1.4935,4.0000,0.43050,1.3444,4.0000,0.38708,1,1,1,1,1,1,1,1
4327,D2,4327,0.00895,0.07619,0.08291,0.06248,0.05707,0.05471,0.06724,0.04576,0.00574,0.01713,1.1036,3.0230,4.0287,15.1691,3.4586,12.8432,1.4338,4.0000,0.40749,1.3399,4.0000,0.38694,1,1,1,1,1,1,1,1
4328,D2,4328,0.00621,0.06991,0.08295,0.06042,0.05652,0.05381,0.06370,0.04761,0.00435,0.01823,1.0480,3.0283,4.0499,14.4610,3.4018,12.6748,1.5498,4.0000,0.44820,1.3196,4.0000,0.38236,1,1,1,1,1,1,1,1
4329,D2,4329,0.00814,0.08329,0.08561,0.06366,0.06445,0.06238,0.07515,0.05424,0.00240,0.01483,1.0943,3.1147,4.2112,15.7564,3.5394,13.6820,1.5101,4.0000,0.43260,1.3354,4.0000,0.38383,1,1,1,1,1,1,1,1
4330,D2,4330,0.00714,0.06913,0.08614,0.06669,0.06706,0.06114,0.06199,0.05400,0.00153,0.01550,1.0669,2.9927,4.0495,14.1780,3.5656,13.4492,1.5777,4.0000,0.45793,1.3616,4.0000,0.39016,1,1,1,1,1,1,1,1
4331,D2,4331,0.00773,0.06506,0.08268,0.05593,0.05109,0.04620,0.05733,0.03847,0.00484,0.01894,1.0824,3.0373,3.8400,13.9855,3.3003,11.8775,1.4471,4.0000,0.41545,1.3072,4.0000,0.37675,1,1,1,1,1,1,1,1
4332,D2,4332,0.00844,0.07780,0.09056,0.06431,0.05981,0.05328,0.06936,0.04484,0.00566,0.01756,1.1050,3.0724,4.1191,15.5662,3.4618,12.6186,1.4497,4.0000,0.41292,1.3235,4.0000,0.38068,1,1,1,1,1,1,1,1
4333,D2,4333,0.00576,0.07343,0.08110,0.06032,0.05615,0.05314,0.06767,0.04738,0.00234,0.00995,1.0225,2.7397,3.9932,14.7805,3.4624,12.6584,1.4870,4.0000,0.43009,1.3380,4.0000,0.38617,1,1,1,1,1,1,1,1
4334,D2,4334,0.00686,0.06281,0.09184,0.06484,0.06158,0.05713,0.05595,0.05027,0.00342,0.01347,1.0585,2.9131,3.9151,13.6953,3.5263,13.0233,1.5389,4.0000,0.44822,1.3452,4.0000,0.38495,1,1,1,1,1,1,1,1
4335,D2,4335,0.00911,0.08242,0.08492,0.06335,0.05953,0.05764,0.07330,0.04852,0.00576,0.01727,1.1243,2.9415,4.0842,16.0439,3.4245,13.2162,1.4005,4.0000,0.39746,1.2666,4.0000,0.36353,1,1,1,1,1,1,1,1
4336,D2,4336,0.00663,0.07778,0.08063,0.05786,0.05446,0.05300,0.07115,0.04637,0.00340,0.01017,1.0395,2.7229,4.0319,15.2639,3.3796,12.6007,1.4716,4.0000,0.42247,1.3066,4.0000,0.37531,1,1,1,1,1,1,1,1
4337,D2,4337,0.00885,0.07562,0.08893,0.06728,0.06063,0.05861,0.06677,0.04976,0.00498,0.01925,1.1076,2.9476,4.0569,15.0514,3.5032,13.2525,1.4804,4.0000,0.42843,1.3301,4.0000,0.38070,1,1,1,1,1,1,1,1
4338,D2,4338,0.00714,0.07633,0.07467,0.05611,0.05528,0.05113,0.06919,0.04399,0.00507,0.01715,1.0507,2.9021,4.0690,14.9435,3.4077,12.3995,1.4890,4.0000,0.42688,1.3506,4.0000,0.38928,1,1,1,1,1,1,1,1
