frame_idx_global,session,row,phaseg_correct_red,phaseg_shuf_red,phaseg_fake5k_red,phaseg_fake25k_red,phaseg_fake70k_red,phaseg_fake100k_red,delta_red_shuf,delta_red_fake100k,binder_e2fp16_red,ae64f_correct_red,z_correct_mean,z_correct_p95,z_shuf_mean,z_shuf_p95,z_fake100k_mean,z_fake100k_p95,excess_shuf_mean,excess_shuf_p95,excess_shuf_red,excess_fake100k_mean,excess_fake100k_p95,excess_fake100k_red,has_real,has_shuf,has_fake5k,has_fake25k,has_fake70k,has_fake100k,has_binder,has_ae
1115,D2,1115,0.00201,0.06883,0.08415,0.05890,0.05275,0.04806,0.06681,0.04604,0.00069,0.02136,0.9659,2.8295,3.7516,14.1548,3.3583,12.0782,1.3978,4.0000,0.39856,1.3359,4.0000,0.38641,1,1,1,1,1,1,1,1
1116,D2,1116,0.00214,0.06728,0.08307,0.05969,0.05676,0.05345,0.06514,0.05131,0.00047,0.02297,0.9711,2.9123,3.9949,13.9413,3.4518,12.6339,1.5854,4.0000,0.45551,1.3697,4.0000,0.39380,1,1,1,1,1,1,1,1
1117,D2,1117,0.00157,0.06923,0.09365,0.06167,0.05139,0.04199,0.06767,0.04043,0.00090,0.01986,0.9356,2.7863,3.8585,14.0557,3.1552,11.4436,1.4732,4.0000,0.42322,1.2654,4.0000,0.36576,1,1,1,1,1,1,1,1
1118,D2,1118,0.00155,0.06895,0.08305,0.05426,0.04220,0.03601,0.06740,0.03446,0.00059,0.01558,0.9238,2.7165,4.0392,14.0805,2.9944,10.7594,1.5881,4.0000,0.45962,1.2371,4.0000,0.36043,1,1,1,1,1,1,1,1
1119,D2,1119,0.00149,0.06759,0.07892,0.05479,0.05377,0.04875,0.06610,0.04726,0.00065,0.02022,0.9497,2.8010,3.8406,13.9134,3.3019,12.1816,1.4831,4.0000,0.42373,1.3227,4.0000,0.38188,1,1,1,1,1,1,1,1
1120,D2,1120,0.00163,0.06224,0.08516,0.06150,0.05558,0.05204,0.06061,0.05042,0.00059,0.01577,0.9354,2.7533,3.7192,13.4509,3.3433,12.4810,1.4733,4.0000,0.42399,1.3145,4.0000,0.38104,1,1,1,1,1,1,1,1
1121,D2,1121,0.00203,0.06594,0.07674,0.05359,0.05198,0.04838,0.06390,0.04635,0.00073,0.01672,0.9783,2.9055,4.0008,13.7917,3.4067,12.0895,1.5687,4.0000,0.45443,1.3767,4.0000,0.39809,1,1,1,1,1,1,1,1
1122,D2,1122,0.00167,0.07680,0.07924,0.05847,0.05821,0.05662,0.07513,0.05495,0.00057,0.01418,0.9551,2.8766,4.0668,15.0211,3.5153,12.9070,1.5087,4.0000,0.43046,1.4043,4.0000,0.40529,1,1,1,1,1,1,1,1
1123,D2,1123,0.00216,0.06879,0.08925,0.06226,0.04958,0.04413,0.06663,0.04197,0.00031,0.01642,0.9715,2.9067,4.0011,14.3880,3.1909,11.7218,1.5504,4.0000,0.44950,1.2631,4.0000,0.36597,1,1,1,1,1,1,1,1
1124,D2,1124,0.00254,0.06982,0.08382,0.05845,0.04899,0.04435,0.06728,0.04181,0.00104,0.01705,0.9697,2.8545,3.9401,14.4495,3.2544,11.7155,1.5046,4.0000,0.43481,1.2969,4.0000,0.37553,1,1,1,1,1,1,1,1
1125,D2,1125,0.00183,0.06435,0.07764,0.05452,0.04734,0.04598,0.06252,0.04415,0.00037,0.01750,0.9484,2.7475,3.7931,13.7680,3.1818,11.8194,1.4736,4.0000,0.42210,1.2845,4.0000,0.37406,1,1,1,1,1,1,1,1
1126,D2,1126,0.00094,0.06358,0.08577,0.05829,0.04740,0.04236,0.06264,0.04142,0.00090,0.01902,0.9558,2.8460,3.6828,13.4963,3.1695,11.4537,1.4063,4.0000,0.40039,1.2581,4.0000,0.36487,1,1,1,1,1,1,1,1
1127,D2,1127,0.00220,0.07111,0.08671,0.05996,0.05001,0.04395,0.06891,0.04175,0.00256,0.02352,0.9761,2.9219,3.9255,14.2684,3.1888,11.5838,1.4956,4.0000,0.42806,1.2553,4.0000,0.36430,1,1,1,1,1,1,1,1
1128,D2,1128,0.00222,0.06346,0.08075,0.05467,0.04555,0.03847,0.06124,0.03625,0.00262,0.01335,0.9431,2.7281,3.7910,13.5211,3.0517,11.0007,1.4805,4.0000,0.42525,1.2529,4.0000,0.36405,1,1,1,1,1,1,1,1
1129,D2,1129,0.00238,0.07345,0.08093,0.05585,0.04812,0.04034,0.07107,0.03796,0.00246,0.02191,0.9829,2.9396,3.9574,14.4977,3.2010,11.2396,1.4703,4.0000,0.41990,1.2943,4.0000,0.37840,1,1,1,1,1,1,1,1
1130,D2,1130,0.00309,0.06891,0.08600,0.06500,0.06008,0.05393,0.06582,0.05084,0.00425,0.03040,1.0333,3.0695,3.8916,14.1382,3.4626,12.6958,1.4437,4.0000,0.41087,1.3751,4.0000,0.39640,1,1,1,1,1,1,1,1
1131,D2,1131,0.00281,0.08341,0.08439,0.06116,0.04777,0.04291,0.08061,0.04010,0.00389,0.01778,1.0072,2.9551,4.2288,15.7546,3.2683,11.5432,1.5319,4.0000,0.43372,1.3243,4.0000,0.38625,1,1,1,1,1,1,1,1
1132,D2,1132,0.00185,0.06946,0.08285,0.05912,0.05632,0.05280,0.06761,0.05094,0.00602,0.01617,0.9714,2.9525,3.9628,14.2281,3.3812,12.5345,1.5312,4.0000,0.44267,1.3521,4.0000,0.39235,1,1,1,1,1,1,1,1
1133,D2,1133,0.00210,0.06858,0.07916,0.05239,0.04622,0.03965,0.06649,0.03756,0.00387,0.01973,0.9765,2.9502,3.9173,14.2011,3.0983,11.1456,1.4741,4.0000,0.42332,1.2529,4.0000,0.36764,1,1,1,1,1,1,1,1
1134,D2,1134,0.00328,0.07011,0.09322,0.06665,0.05636,0.04978,0.06683,0.04651,0.00264,0.02814,1.0646,3.2717,4.0466,14.1924,3.3295,12.2668,1.5224,4.0000,0.43846,1.2741,4.0000,0.36957,1,1,1,1,1,1,1,1
1135,D2,1135,0.00187,0.07436,0.07186,0.04895,0.04073,0.03546,0.07249,0.03359,0.00073,0.02094,0.9846,2.9881,3.9550,14.5817,3.0267,10.6775,1.4292,4.0000,0.40658,1.2407,4.0000,0.36237,1,1,1,1,1,1,1,1
1136,D2,1136,0.00264,0.07753,0.08645,0.06187,0.04966,0.04384,0.07489,0.04120,0.00167,0.02134,1.0109,3.0831,4.0605,14.9547,3.1758,11.5813,1.4959,4.0000,0.42830,1.2449,4.0000,0.36416,1,1,1,1,1,1,1,1
1137,D2,1137,0.00305,0.07733,0.08978,0.06824,0.06291,0.05713,0.07428,0.05408,0.00205,0.02179,1.0651,3.2909,4.0773,15.1996,3.4130,13.0302,1.4395,4.0000,0.40782,1.3083,4.0000,0.37573,1,1,1,1,1,1,1,1
1138,D2,1138,0.00214,0.06521,0.08380,0.05882,0.04702,0.04388,0.06307,0.04175,0.00159,0.02083,1.0197,3.1725,3.9235,13.7448,3.1760,11.6299,1.4955,4.0000,0.42875,1.2457,4.0000,0.35999,1,1,1,1,1,1,1,1
1139,D2,1139,0.00256,0.07155,0.08730,0.05975,0.05634,0.05404,0.06899,0.05147,0.00216,0.02030,1.0119,3.1298,3.9440,14.5592,3.4601,12.7433,1.4467,4.0000,0.41217,1.3568,4.0000,0.38953,1,1,1,1,1,1,1,1
1140,D2,1140,0.00293,0.06598,0.08272,0.05904,0.05682,0.05581,0.06305,0.05288,0.00161,0.02260,1.0101,3.0322,3.8306,13.9717,3.4494,12.8837,1.4329,4.0000,0.40702,1.3520,4.0000,0.38816,1,1,1,1,1,1,1,1
1141,D2,1141,0.00220,0.07334,0.07963,0.05573,0.04714,0.04114,0.07115,0.03894,0.00210,0.02751,1.0492,3.2464,3.9765,14.3756,3.1418,11.4035,1.4752,4.0000,0.42100,1.2442,4.0000,0.36353,1,1,1,1,1,1,1,1
1142,D2,1142,0.00262,0.07023,0.08714,0.06179,0.05780,0.05308,0.06761,0.05046,0.00226,0.02266,1.0493,3.3460,4.0414,14.2196,3.4670,12.6046,1.5432,4.0000,0.44525,1.3668,4.0000,0.39431,1,1,1,1,1,1,1,1
1143,D2,1143,0.00238,0.07705,0.07336,0.05381,0.05188,0.04740,0.07467,0.04502,0.00171,0.01638,1.0097,3.0466,4.0054,14.9264,3.3987,12.0219,1.4396,4.0000,0.40729,1.3794,4.0000,0.39992,1,1,1,1,1,1,1,1
1144,D2,1144,0.00220,0.08356,0.09025,0.06293,0.04936,0.04454,0.08136,0.04234,0.00254,0.01772,1.0291,3.1260,4.1936,15.5033,3.1946,11.7217,1.5063,4.0000,0.42668,1.2473,4.0000,0.36365,1,1,1,1,1,1,1,1
1145,D2,1145,0.00283,0.08171,0.08429,0.06063,0.06038,0.05662,0.07888,0.05379,0.00311,0.02775,1.0650,3.4370,4.1694,15.3466,3.5063,12.9153,1.4745,4.0000,0.41675,1.3549,4.0000,0.39132,1,1,1,1,1,1,1,1
1146,D2,1146,0.00264,0.05918,0.08382,0.06081,0.04962,0.04187,0.05654,0.03923,0.00350,0.02476,1.0421,3.3395,3.7622,13.2281,3.2089,11.4465,1.4665,4.0000,0.42574,1.2892,4.0000,0.37453,1,1,1,1,1,1,1,1
1147,D2,1147,0.00291,0.06171,0.09068,0.05579,0.05117,0.04797,0.05880,0.04506,0.00462,0.02513,1.0558,3.2335,3.7913,13.4449,3.3620,12.1206,1.4398,4.0000,0.41840,1.3453,4.0000,0.38865,1,1,1,1,1,1,1,1
1148,D2,1148,0.00220,0.07279,0.07849,0.05550,0.05461,0.05265,0.07060,0.05046,0.00409,0.01860,1.0283,3.1704,4.0374,14.6186,3.4498,12.5657,1.4784,4.0000,0.42281,1.3653,4.0000,0.39490,1,1,1,1,1,1,1,1
1149,D2,1149,0.00258,0.07408,0.07666,0.05261,0.04820,0.04513,0.07149,0.04254,0.00437,0.02226,1.0412,3.2391,4.0775,14.4407,3.3699,11.8084,1.5430,4.0000,0.43874,1.3771,4.0000,0.39864,1,1,1,1,1,1,1,1
1150,D2,1150,0.00224,0.07422,0.08126,0.05652,0.05363,0.05202,0.07198,0.04978,0.00348,0.01876,1.0195,3.1224,4.0258,14.5125,3.4687,12.4817,1.4849,4.0000,0.42450,1.3873,4.0000,0.39964,1,1,1,1,1,1,1,1
1151,D2,1151,0.00185,0.07007,0.08230,0.05436,0.04382,0.03823,0.06822,0.03638,0.00437,0.02450,1.0338,3.2916,4.0989,14.2961,3.1379,11.1304,1.5777,4.0000,0.45249,1.2764,4.0000,0.36930,1,1,1,1,1,1,1,1
1152,D2,1152,0.00275,0.08728,0.08909,0.06173,0.05786,0.05625,0.08453,0.05351,0.00210,0.02842,1.0735,3.4355,4.2264,15.9178,3.5221,12.9626,1.4675,4.0000,0.41353,1.3684,4.0000,0.39197,1,1,1,1,1,1,1,1
1153,D2,1153,0.00277,0.06466,0.08221,0.05674,0.04848,0.04171,0.06189,0.03894,0.00380,0.02651,1.0774,3.4105,3.8829,13.6802,3.1517,11.4883,1.4580,4.0000,0.41907,1.2469,4.0000,0.36033,1,1,1,1,1,1,1,1
1154,D2,1154,0.00319,0.07416,0.08179,0.05806,0.05503,0.05328,0.07096,0.05009,0.00165,0.02509,1.0917,3.5074,4.1914,14.6716,3.4504,12.5628,1.5605,4.0000,0.44832,1.3638,4.0000,0.39496,1,1,1,1,1,1,1,1
1155,D2,1155,0.00342,0.07068,0.09054,0.06034,0.05269,0.05206,0.06726,0.04865,0.00205,0.01939,1.0722,3.3359,3.9415,14.3777,3.4868,12.4958,1.4453,4.0000,0.41988,1.3859,4.0000,0.40057,1,1,1,1,1,1,1,1
1156,D2,1156,0.00303,0.07503,0.08453,0.06342,0.05353,0.05208,0.07200,0.04905,0.00246,0.02386,1.1075,3.5913,4.0156,14.9097,3.4317,12.4794,1.4218,4.0000,0.40422,1.3397,4.0000,0.38497,1,1,1,1,1,1,1,1
1157,D2,1157,0.00496,0.07532,0.07886,0.05668,0.05526,0.05253,0.07035,0.04757,0.00321,0.02686,1.1552,3.6463,4.1292,14.6440,3.4795,12.5210,1.5086,4.0000,0.43048,1.3573,4.0000,0.39423,1,1,1,1,1,1,1,1
1158,D2,1158,0.00785,0.08429,0.08002,0.06051,0.05758,0.05182,0.07644,0.04397,0.00338,0.03127,1.2238,3.8204,4.3418,15.8550,3.4037,12.4801,1.5332,4.0000,0.43874,1.3000,4.0000,0.37710,1,1,1,1,1,1,1,1
1159,D2,1159,0.00470,0.08099,0.08309,0.06181,0.05387,0.05243,0.07629,0.04773,0.00454,0.02517,1.1208,3.4903,4.1269,15.2338,3.4367,12.5235,1.4731,4.0000,0.41921,1.3541,4.0000,0.39325,1,1,1,1,1,1,1,1
1160,D2,1160,0.00594,0.08624,0.08993,0.06451,0.05902,0.05479,0.08030,0.04885,0.00789,0.03044,1.1566,3.7865,4.1651,16.2046,3.5577,12.7907,1.4160,4.0000,0.40122,1.3875,4.0000,0.39854,1,1,1,1,1,1,1,1
1161,D2,1161,0.00765,0.07874,0.09296,0.06710,0.06173,0.05914,0.07109,0.05149,0.00820,0.02454,1.1811,3.6546,4.0505,15.2192,3.5420,13.1449,1.4603,4.0000,0.41941,1.3365,4.0000,0.38135,1,1,1,1,1,1,1,1
1162,D2,1162,0.00700,0.08433,0.08816,0.06675,0.06567,0.06331,0.07733,0.05632,0.00411,0.02950,1.1990,3.9661,4.2549,15.7062,3.6873,13.6493,1.4931,4.0000,0.42460,1.3749,4.0000,0.39417,1,1,1,1,1,1,1,1
1163,D2,1163,0.00761,0.07904,0.08095,0.05815,0.05137,0.04470,0.07143,0.03709,0.00433,0.02974,1.1837,3.5979,4.0470,15.5424,3.1930,11.7359,1.4234,4.0000,0.40635,1.2098,4.0000,0.35413,1,1,1,1,1,1,1,1
1164,D2,1164,0.01076,0.08026,0.08358,0.05829,0.05573,0.05074,0.06950,0.03998,0.00547,0.03831,1.2575,4.1254,4.2163,15.5162,3.4445,12.3611,1.4951,4.0000,0.43250,1.3134,4.0000,0.38049,1,1,1,1,1,1,1,1
1165,D2,1165,0.00985,0.07731,0.08950,0.06712,0.06358,0.05888,0.06746,0.04903,0.00686,0.03597,1.2737,4.2333,4.1243,15.3334,3.6670,13.2175,1.4539,4.0000,0.41734,1.3851,4.0000,0.39862,1,1,1,1,1,1,1,1
1166,D2,1166,0.00879,0.08474,0.09696,0.06999,0.06366,0.05898,0.07595,0.05019,0.00659,0.03166,1.2359,4.0544,4.2054,15.6783,3.6445,13.2281,1.4675,4.0000,0.42023,1.3839,4.0000,0.39732,1,1,1,1,1,1,1,1
1167,D2,1167,0.00926,0.08024,0.09619,0.06655,0.06132,0.05931,0.07098,0.05005,0.00462,0.03298,1.2818,4.2242,4.1279,15.8049,3.6570,13.2008,1.4050,4.0000,0.40139,1.3523,4.0000,0.38999,1,1,1,1,1,1,1,1
1168,D2,1168,0.01139,0.07892,0.10527,0.08014,0.06995,0.06360,0.06753,0.05221,0.00429,0.03227,1.2877,4.0920,4.2075,15.4444,3.5683,13.7087,1.5041,4.0000,0.43447,1.2693,4.0000,0.36617,1,1,1,1,1,1,1,1
1169,D2,1169,0.01064,0.07949,0.09658,0.06946,0.06352,0.06344,0.06885,0.05280,0.00618,0.03603,1.2540,4.1776,4.0863,15.4827,3.6556,13.6163,1.4366,4.0000,0.41750,1.3541,4.0000,0.38951,1,1,1,1,1,1,1,1
1170,D2,1170,0.00804,0.09212,0.10791,0.07727,0.06909,0.06582,0.08409,0.05778,0.00352,0.02602,1.2100,3.9530,4.3754,16.6462,3.7510,13.7595,1.4796,4.0000,0.41996,1.3799,4.0000,0.39242,1,1,1,1,1,1,1,1
1171,D2,1171,0.00775,0.08429,0.08746,0.06618,0.06319,0.06274,0.07654,0.05499,0.00515,0.03497,1.2388,4.1167,4.1978,15.7020,3.6531,13.6292,1.4277,4.0000,0.40354,1.3481,4.0000,0.38747,1,1,1,1,1,1,1,1
1172,D2,1172,0.00838,0.08728,0.08724,0.06628,0.05886,0.05288,0.07890,0.04449,0.00273,0.03601,1.2909,4.2758,4.4414,16.0484,3.5240,12.5653,1.5104,4.0000,0.43327,1.3201,4.0000,0.38155,1,1,1,1,1,1,1,1
1173,D2,1173,0.00899,0.07225,0.08986,0.06553,0.05833,0.05562,0.06325,0.04663,0.00283,0.02867,1.2133,3.7429,4.0202,14.6407,3.5417,12.8912,1.4718,4.0000,0.42609,1.3529,4.0000,0.38975,1,1,1,1,1,1,1,1
1174,D2,1174,0.00651,0.07554,0.08915,0.06396,0.05837,0.05625,0.06903,0.04974,0.00291,0.02319,1.1533,3.6372,4.0761,14.9534,3.5063,12.9981,1.4552,4.0000,0.41589,1.3282,4.0000,0.38218,1,1,1,1,1,1,1,1
1175,D2,1175,0.00795,0.08691,0.09007,0.06525,0.06254,0.05786,0.07896,0.04991,0.00374,0.03556,1.2135,3.7790,4.2309,16.0256,3.5623,13.1485,1.4437,4.0000,0.40810,1.3367,4.0000,0.38407,1,1,1,1,1,1,1,1
1176,D2,1176,0.00822,0.07865,0.08234,0.05924,0.06156,0.05971,0.07043,0.05149,0.00370,0.03326,1.2421,3.9800,4.0942,15.0326,3.6372,13.2198,1.4188,4.0000,0.40245,1.3683,4.0000,0.39126,1,1,1,1,1,1,1,1
1177,D2,1177,0.00736,0.07497,0.08457,0.06028,0.05845,0.05562,0.06761,0.04826,0.00228,0.02627,1.1975,3.5464,4.0977,14.8305,3.5524,12.8523,1.4644,4.0000,0.41811,1.3774,4.0000,0.39583,1,1,1,1,1,1,1,1
1178,D2,1178,0.00879,0.07593,0.08938,0.06543,0.05819,0.05534,0.06714,0.04655,0.00299,0.03182,1.2954,4.2211,4.1667,14.9468,3.5439,12.8306,1.4442,4.0000,0.41213,1.3199,4.0000,0.38153,1,1,1,1,1,1,1,1
1179,D2,1179,0.00728,0.08921,0.09912,0.07131,0.05743,0.05190,0.08193,0.04462,0.00297,0.02637,1.2116,3.7236,4.2369,16.1259,3.3889,12.5034,1.4449,4.0000,0.41252,1.2573,4.0000,0.36320,1,1,1,1,1,1,1,1
1180,D2,1180,0.00618,0.09115,0.09591,0.06942,0.05320,0.04789,0.08496,0.04171,0.00187,0.02478,1.1653,3.6751,4.2755,16.3509,3.2503,12.0696,1.4905,4.0000,0.42594,1.1985,4.0000,0.35101,1,1,1,1,1,1,1,1
1181,D2,1181,0.00734,0.08413,0.08706,0.06167,0.05918,0.05524,0.07678,0.04789,0.00199,0.03375,1.2164,3.8574,4.1741,15.8456,3.5558,12.7671,1.4170,4.0000,0.40200,1.3681,4.0000,0.39374,1,1,1,1,1,1,1,1
1182,D2,1182,0.00926,0.08274,0.07998,0.05636,0.05428,0.05269,0.07349,0.04344,0.00248,0.03001,1.2517,3.8293,4.1816,15.7223,3.5113,12.5752,1.4227,4.0000,0.40662,1.3525,4.0000,0.38867,1,1,1,1,1,1,1,1
1183,D2,1183,0.00981,0.07428,0.09131,0.06502,0.05849,0.05603,0.06447,0.04622,0.00205,0.03196,1.2195,3.6955,4.0192,15.0768,3.5122,12.8709,1.4094,4.0000,0.40426,1.3448,4.0000,0.38715,1,1,1,1,1,1,1,1
1184,D2,1184,0.00909,0.07957,0.08405,0.05957,0.05489,0.05288,0.07048,0.04378,0.00299,0.02531,1.2571,4.0657,4.1721,15.3033,3.4873,12.5403,1.4592,4.0000,0.41610,1.3495,4.0000,0.38792,1,1,1,1,1,1,1,1
1185,D2,1185,0.00824,0.08634,0.08848,0.06264,0.05680,0.05316,0.07810,0.04492,0.00163,0.02323,1.2138,3.8159,4.1871,16.2891,3.4611,12.6401,1.4028,4.0000,0.40053,1.3238,4.0000,0.37990,1,1,1,1,1,1,1,1
1186,D2,1186,0.00879,0.08061,0.08881,0.06376,0.05493,0.04854,0.07182,0.03975,0.00165,0.02378,1.2511,3.9512,4.3505,15.2171,3.3123,12.1203,1.5870,4.0000,0.45795,1.2554,4.0000,0.36363,1,1,1,1,1,1,1,1
1187,D2,1187,0.01044,0.08264,0.09029,0.06775,0.06305,0.05933,0.07220,0.04889,0.00201,0.02997,1.2774,3.9803,4.2032,15.3852,3.6072,13.2470,1.4534,4.0000,0.41441,1.3338,4.0000,0.38141,1,1,1,1,1,1,1,1
1188,D2,1188,0.00700,0.07098,0.09133,0.06488,0.05581,0.05420,0.06399,0.04720,0.00224,0.02757,1.1703,3.5888,3.9440,14.3381,3.5184,12.6887,1.4381,4.0000,0.41327,1.3557,4.0000,0.38839,1,1,1,1,1,1,1,1
1189,D2,1189,0.00920,0.08512,0.09489,0.06724,0.05727,0.05182,0.07593,0.04262,0.00114,0.03101,1.3034,4.2044,4.2902,15.9917,3.3880,12.4583,1.4560,4.0000,0.41958,1.2417,4.0000,0.35870,1,1,1,1,1,1,1,1
1190,D2,1190,0.00897,0.08620,0.08665,0.06160,0.05432,0.05208,0.07723,0.04311,0.00254,0.02568,1.2147,3.8582,4.2397,16.0158,3.4884,12.5628,1.4726,4.0000,0.41990,1.3247,4.0000,0.38328,1,1,1,1,1,1,1,1
1191,D2,1191,0.00905,0.08425,0.09524,0.06248,0.05066,0.04508,0.07520,0.03603,0.00171,0.02153,1.2386,3.8184,4.3861,15.6137,3.3423,11.7215,1.5515,4.0000,0.44425,1.2855,4.0000,0.37343,1,1,1,1,1,1,1,1
1192,D2,1192,0.00842,0.09237,0.09607,0.06848,0.05770,0.04871,0.08394,0.04028,0.00098,0.02578,1.2387,3.6672,4.4195,17.1514,3.3370,12.1432,1.4299,4.0000,0.40588,1.2560,4.0000,0.36334,1,1,1,1,1,1,1,1
1193,D2,1193,0.00842,0.07906,0.07996,0.05552,0.05393,0.05060,0.07064,0.04218,0.00191,0.02818,1.1736,3.5825,4.1239,15.3513,3.4085,12.3334,1.4686,4.0000,0.41929,1.3245,4.0000,0.38257,1,1,1,1,1,1,1,1
1194,D2,1194,0.00777,0.07528,0.07469,0.05497,0.05117,0.04873,0.06750,0.04095,0.00238,0.02480,1.1878,3.7954,4.0543,14.6720,3.3966,12.1729,1.4773,4.0000,0.42324,1.3296,4.0000,0.38275,1,1,1,1,1,1,1,1
1195,D2,1195,0.00787,0.08221,0.09241,0.06761,0.06108,0.06128,0.07434,0.05341,0.00169,0.02513,1.2277,3.9534,4.0901,15.6217,3.6044,13.4422,1.3782,4.0000,0.39372,1.3308,4.0000,0.38035,1,1,1,1,1,1,1,1
1196,D2,1196,0.00730,0.07943,0.09440,0.06738,0.05589,0.04738,0.07212,0.04008,0.00232,0.02356,1.1688,3.6332,4.0873,15.2798,3.2997,12.0599,1.4216,4.0000,0.40599,1.2635,4.0000,0.36570,1,1,1,1,1,1,1,1
1197,D2,1197,0.00850,0.08230,0.08956,0.06378,0.05996,0.05609,0.07379,0.04759,0.00264,0.03457,1.2502,3.9095,4.2630,15.4968,3.6188,12.8219,1.5064,4.0000,0.43156,1.3885,4.0000,0.39872,1,1,1,1,1,1,1,1
1198,D2,1198,0.00869,0.08335,0.09963,0.07249,0.06346,0.06008,0.07467,0.05139,0.00185,0.02684,1.2426,3.9378,4.1970,15.7327,3.6289,13.3846,1.4264,4.0000,0.40399,1.3588,4.0000,0.39052,1,1,1,1,1,1,1,1
1199,D2,1199,0.00739,0.07749,0.08822,0.06773,0.05355,0.04618,0.07011,0.03880,0.00138,0.02334,1.1893,3.7022,4.2293,15.3164,3.2643,11.9112,1.5325,4.0000,0.44226,1.2467,4.0000,0.36216,1,1,1,1,1,1,1,1
1200,D2,1200,0.00863,0.07749,0.08557,0.06517,0.05855,0.04891,0.06887,0.04028,0.00228,0.02403,1.2370,3.8641,4.1523,15.0285,3.3010,12.1719,1.4801,4.0000,0.42360,1.2451,4.0000,0.36133,1,1,1,1,1,1,1,1
1201,D2,1201,0.00800,0.08020,0.09172,0.06403,0.06181,0.05943,0.07220,0.05143,0.00175,0.03139,1.2100,3.8148,4.2213,15.3115,3.6839,13.1489,1.5218,4.0000,0.43915,1.4206,4.0000,0.40743,1,1,1,1,1,1,1,1
1202,D2,1202,0.00948,0.07465,0.09857,0.06927,0.05711,0.05135,0.06517,0.04187,0.00130,0.02692,1.2277,3.7963,4.0523,14.6176,3.4441,12.4088,1.4152,4.0000,0.40259,1.3031,4.0000,0.37738,1,1,1,1,1,1,1,1
1203,D2,1203,0.01017,0.08649,0.08553,0.06140,0.05988,0.05699,0.07631,0.04681,0.00319,0.02887,1.2762,4.0273,4.3401,15.9350,3.6289,12.9800,1.4568,4.0000,0.41359,1.3750,4.0000,0.39630,1,1,1,1,1,1,1,1
1204,D2,1204,0.00907,0.07145,0.08952,0.05973,0.04842,0.04350,0.06238,0.03442,0.00167,0.01953,1.2286,3.6627,4.0102,14.2815,3.1896,11.6338,1.4282,4.0000,0.40916,1.2116,4.0000,0.35114,1,1,1,1,1,1,1,1
1205,D2,1205,0.00879,0.08449,0.09664,0.06834,0.06059,0.05865,0.07570,0.04987,0.00159,0.02661,1.2687,3.8626,4.1839,15.9731,3.5969,13.1644,1.3938,4.0000,0.39575,1.3621,4.0000,0.39083,1,1,1,1,1,1,1,1
1206,D2,1206,0.00743,0.08698,0.08431,0.05796,0.05981,0.05418,0.07955,0.04675,0.00189,0.02806,1.1818,3.6962,4.3022,16.0208,3.5531,12.7709,1.4916,4.0000,0.42275,1.3807,4.0000,0.39834,1,1,1,1,1,1,1,1
1207,D2,1207,0.00840,0.08962,0.08641,0.06726,0.06535,0.06238,0.08122,0.05398,0.00197,0.03194,1.2276,3.8776,4.3806,16.0158,3.6611,13.5781,1.4980,4.0000,0.42102,1.3618,4.0000,0.39012,1,1,1,1,1,1,1,1
1208,D2,1208,0.00586,0.08026,0.08575,0.05666,0.05157,0.05074,0.07440,0.04488,0.00195,0.02944,1.1446,3.6284,4.0096,15.3832,3.4124,12.3853,1.3892,4.0000,0.39419,1.3195,4.0000,0.38019,1,1,1,1,1,1,1,1
1209,D2,1209,0.00897,0.08128,0.09804,0.06903,0.05444,0.05123,0.07231,0.04226,0.00161,0.03442,1.2287,3.8696,4.3148,15.6360,3.4198,12.4164,1.5082,4.0000,0.43186,1.2931,4.0000,0.37539,1,1,1,1,1,1,1,1
1210,D2,1210,0.00897,0.08506,0.08022,0.06018,0.05485,0.04909,0.07609,0.04012,0.00208,0.02684,1.2245,3.8383,4.2128,15.9789,3.2350,12.1912,1.4161,4.0000,0.40299,1.1958,4.0000,0.35040,1,1,1,1,1,1,1,1
1211,D2,1211,0.01011,0.08459,0.09231,0.06942,0.06502,0.05766,0.07448,0.04755,0.00191,0.02720,1.3288,4.3119,4.3398,15.7374,3.5974,13.1932,1.4877,4.0000,0.42271,1.3140,4.0000,0.37946,1,1,1,1,1,1,1,1
1212,D2,1212,0.01036,0.08451,0.08421,0.05833,0.05396,0.05192,0.07416,0.04156,0.00175,0.03151,1.2953,4.1716,4.2558,15.5645,3.4847,12.4443,1.4506,4.0000,0.41168,1.3321,4.0000,0.38365,1,1,1,1,1,1,1,1
1213,D2,1213,0.00804,0.08358,0.07585,0.05477,0.04181,0.03746,0.07554,0.02942,0.00214,0.02423,1.2003,3.7510,4.1998,15.6431,3.0726,11.0035,1.4462,4.0000,0.40763,1.2039,4.0000,0.35195,1,1,1,1,1,1,1,1
1214,D2,1214,0.00958,0.08901,0.08331,0.06388,0.05652,0.05621,0.07943,0.04663,0.00177,0.03121,1.3106,4.2134,4.3337,16.5721,3.5850,12.9569,1.4452,4.0000,0.41264,1.3501,4.0000,0.38938,1,1,1,1,1,1,1,1
1215,D2,1215,0.01078,0.09292,0.08012,0.05678,0.05017,0.04333,0.08213,0.03255,0.00177,0.03459,1.2984,4.1268,4.3857,16.9719,3.3154,11.5943,1.4293,4.0000,0.40704,1.2745,4.0000,0.37034,1,1,1,1,1,1,1,1
