session,row,mode,sigma_target,achieved_delta_rms,achieved_delta_max,achieved_delta_p95,fraction_changed,fraction_clipped,score_baseline,score_perturbed,delta_score
D2,2945,B_phase_g_input,0.1,0.09774450957775116,0.4933614432811737,0.1920008659362793,0.9101520114474826,0.03340699937608507,0.003463669988559559,0.0036887275346089154,0.00022505754604935663
D2,2945,B_phase_g_input,0.3,0.25819721817970276,1.0,0.49586057662963867,0.9627490573459201,0.17885335286458334,0.003463669988559559,0.004706306074513123,0.0012426360859535638
D2,2945,B_phase_g_input,0.5,0.351737916469574,1.0,0.6483660340309143,0.9733094109429253,0.3601400587293837,0.003463669988559559,0.005685367248952388,0.0022216972603928296
D2,2945,C_binder_resolution,0.1,0.053914617747068405,0.2785075008869171,0.10610029101371765,0.8448702494303385,0.0187941657172309,0.003463669988559559,0.0035315783228725196,6.790833431296077e-05
D2,2945,C_binder_resolution,0.3,0.15570497512817383,0.7535948753356934,0.30490198731422424,0.940453847249349,0.06625111897786458,0.003463669988559559,0.0039273715170566,0.0004637015284970408
D2,2945,C_binder_resolution,0.5,0.2400796115398407,1.0,0.4634281098842621,0.9599130418565538,0.15300708346896702,0.003463669988559559,0.004550951614510268,0.0010872816259507095
D2,2962,A_rendered,0.1,0.048376645892858505,0.2720641493797302,0.09514416009187698,0.8283958435058594,0.017344156901041668,0.0034366153937298804,0.0034985360747668893,6.192068103700894e-05
D2,2962,A_rendered,0.3,0.14062494039535522,0.686274528503418,0.27587640285491943,0.9356096055772569,0.056835174560546875,0.0034366153937298804,0.003844087541801855,0.0004074721480719747
D2,2962,A_rendered,0.5,0.21991291642189026,1.0,0.4265981614589691,0.957114749484592,0.12969970703125,0.0034366153937298804,0.004410281189484522,0.0009736657957546417
D2,2962,B_phase_g_input,0.1,0.09779200702905655,0.4910068213939667,0.19210493564605713,0.9107962714301215,0.033652411566840276,0.0034366153937298804,0.0036449293897021563,0.0002083139959722759
D2,2962,B_phase_g_input,0.3,0.258002907037735,1.0,0.4959128201007843,0.9630143907335069,0.18135876125759548,0.0034366153937298804,0.004716548684518785,0.0012799332907889043
D2,2962,B_phase_g_input,0.5,0.3516099452972412,1.0,0.6512866020202637,0.9736573961046007,0.36146291097005206,0.0034366153937298804,0.005662168929120526,0.0022255535353906454
D2,2962,C_binder_resolution,0.1,0.05389539897441864,0.275794118642807,0.10593727976083755,0.8446341620551215,0.018801371256510418,0.0034366153937298804,0.003516169678186998,7.955428445711749e-05
D2,2962,C_binder_resolution,0.3,0.15543849766254425,0.7771565914154053,0.3044733703136444,0.940932379828559,0.06741714477539062,0.0034366153937298804,0.003925530501874164,0.0004889151081442834
D2,2962,C_binder_resolution,0.5,0.23997119069099426,1.0,0.463180810213089,0.9603373209635416,0.15552817450629342,0.0034366153937298804,0.004544752929359674,0.001108137535629794
D2,2979,A_rendered,0.1,0.048365067690610886,0.27294495701789856,0.0952581837773323,0.8284272087944878,0.017625172932942707,0.0035812502028420568,0.003639405214926228,5.8155012084171176e-05
D2,2979,A_rendered,0.3,0.14061489701271057,0.7392156720161438,0.27590879797935486,0.9355570475260416,0.05785581800672743,0.0035812502028420568,0.0039848809479735795,0.00040363074513152276
D2,2979,A_rendered,0.5,0.2197762429714203,1.0,0.42676690220832825,0.9570829603407118,0.13081190321180555,0.0035812502028420568,0.004547952522989363,0.0009667023201473061
D2,2979,B_phase_g_input,0.1,0.0977160632610321,0.46808773279190063,0.19189371168613434,0.9109217325846354,0.03437847561306424,0.0035812502028420568,0.003815235639922321,0.00023398543708026426
D2,2979,B_phase_g_input,0.3,0.2576555609703064,1.0,0.49580901861190796,0.9633153279622396,0.1816126505533854,0.0035812502028420568,0.004934306559152901,0.0013530563563108446
D2,2979,B_phase_g_input,0.5,0.3513348698616028,1.0,0.6512683033943176,0.9735196431477865,0.36136796739366317,0.0035812502028420568,0.005975354951806367,0.00239410474896431
D2,2979,C_binder_resolution,0.1,0.05391545966267586,0.27114808559417725,0.10609644651412964,0.8449100918240018,0.01894590589735243,0.0035812502028420568,0.003659877786412835,7.862758357077846e-05
D2,2979,C_binder_resolution,0.3,0.15544529259204865,0.7618093490600586,0.304949551820755,0.9407293531629775,0.0681364271375868,0.0035812502028420568,0.004074722994118929,0.0004934727912768722
D2,2979,C_binder_resolution,0.5,0.23969826102256775,1.0,0.46333324909210205,0.9603390163845487,0.15570534600151908,0.0035812502028420568,0.004717623058240861,0.001136372855398804
D2,2996,A_rendered,0.1,0.048369329422712326,0.28653770685195923,0.09520245343446732,0.8283479478624132,0.017432742648654513,0.0036075325566343962,0.003666400205111131,5.886764847673476e-05
D2,2996,A_rendered,0.3,0.14063888788223267,0.7970588207244873,0.27581697702407837,0.93553712632921,0.057689666748046875,0.0036075325566343962,0.00402139350771904,0.00041386095108464404
D2,2996,A_rendered,0.5,0.21995629370212555,0.9627450704574585,0.4270199239253998,0.9572270711263021,0.13096449110243055,0.0036075325566343962,0.004521735059097409,0.0009142025024630128
D2,2996,B_phase_g_input,0.1,0.09768591076135635,0.5049964189529419,0.19198264181613922,0.910806867811415,0.0341033935546875,0.0036075325566343962,0.0038219917740207167,0.0002144592173863205
D2,2996,B_phase_g_input,0.3,0.25769346952438354,1.0,0.4956129789352417,0.9635501437717013,0.1817101372612847,0.0036075325566343962,0.004866330162622034,0.001258797605987638
D2,2996,B_phase_g_input,0.5,0.3515971302986145,1.0,0.6520687341690063,0.9737514919704862,0.3614768981933594,0.0036075325566343962,0.005935188801959157,0.002327656245324761
D2,2996,C_binder_resolution,0.1,0.05391160398721695,0.28128594160079956,0.10610821843147278,0.8452733357747396,0.018652174207899306,0.0036075325566343962,0.003681218344718218,7.368578808382171e-05
D2,2996,C_binder_resolution,0.3,0.15534546971321106,0.7601288557052612,0.3045751452445984,0.9410235087076823,0.06824578179253472,0.0036075325566343962,0.004094309150241315,0.0004867765936069188
D2,2996,C_binder_resolution,0.5,0.23972655832767487,1.0,0.4636313319206238,0.9607251485188802,0.1560490926106771,0.0036075325566343962,0.004759096476482228,0.0011515639198478316
D2,3013,A_rendered,0.1,0.048357248306274414,0.27842938899993896,0.09514708817005157,0.8294766743977865,0.015811496310763888,0.0037258057156577705,0.0037862289464101195,6.042323075234907e-05
D2,3013,A_rendered,0.3,0.14072880148887634,0.748039186000824,0.27593526244163513,0.9363882276746962,0.055541144476996526,0.0037258057156577705,0.00414557161857374,0.0004197659029159693
D2,3013,A_rendered,0.5,0.22033601999282837,1.0,0.42754822969436646,0.9581514994303385,0.12887064615885416,0.0037258057156577705,0.0046600707108154895,0.000934264995157719
D2,3013,B_phase_g_input,0.1,0.09777487069368362,0.46101194620132446,0.19214622676372528,0.9117342631022135,0.03213840060763889,0.0037258057156577705,0.003944858745671809,0.00021905303001403843
D2,3013,B_phase_g_input,0.3,0.2580590844154358,1.0,0.4960784316062927,0.9645695156521268,0.18017154269748265,0.0037258057156577705,0.005028045334620401,0.0013022396189626305
D2,3013,B_phase_g_input,0.5,0.3516373038291931,1.0,0.6516339778900146,0.9750239054361979,0.36031129625108504,0.0037258057156577705,0.0059846890391781924,0.002258883323520422
D2,3013,C_binder_resolution,0.1,0.05394758656620979,0.28559017181396484,0.10607707500457764,0.8461460537380643,0.01718436347113715,0.0037258057156577705,0.003803558531217277,7.775281555950659e-05
D2,3013,C_binder_resolution,0.3,0.15576273202896118,0.7859348058700562,0.30493834614753723,0.9422501458062066,0.0662701924641927,0.0037258057156577705,0.00425641710171476,0.0005306113860569896
D2,3013,C_binder_resolution,0.5,0.23974597454071045,1.0,0.46336740255355835,0.9615024990505643,0.15413623385959202,0.0037258057156577705,0.004830771044362336,0.0011049653287045656
D2,3030,A_rendered,0.1,0.04831302911043167,0.2510976195335388,0.0950760543346405,0.8279037475585938,0.018063863118489582,0.0034043792635202407,0.003454513766337186,5.013450281694549e-05
D2,3030,A_rendered,0.3,0.1405501365661621,0.6973611116409302,0.27581700682640076,0.9346957736545138,0.05799314710828993,0.0034043792635202407,0.0037815448071341962,0.00037716554361395555
D2,3030,A_rendered,0.5,0.2200329452753067,1.0,0.4272794723510742,0.9564052157931857,0.13038720024956596,0.0034043792635202407,0.004306950396858156,0.0009025711333379154
D2,3030,B_phase_g_input,0.1,0.09769736230373383,0.5019161105155945,0.19193971157073975,0.9101833767361112,0.034786224365234375,0.0034043792635202407,0.0036046986235305665,0.00020031936001032582
D2,3030,B_phase_g_input,0.3,0.25766149163246155,1.0,0.4949392080307007,0.9624286227756076,0.18135367499457467,0.0034043792635202407,0.00459256493486464,0.0011881856713443994
D2,3030,B_phase_g_input,0.5,0.3514045178890228,1.0,0.6509804725646973,0.9730457729763455,0.3609297010633681,0.0034043792635202407,0.00556794237345457,0.0021635631099343297
D2,3030,C_binder_resolution,0.1,0.05386565253138542,0.26691049337387085,0.10596511512994766,0.8446642557779948,0.019680447048611112,0.0034043792635202407,0.0034727836318779737,6.840436835773298e-05
D2,3030,C_binder_resolution,0.3,0.1554873287677765,0.7516056895256042,0.30484265089035034,0.9406284756130643,0.06833691067165798,0.0034043792635202407,0.0038787713390775027,0.00047439207555726197
D2,3030,C_binder_resolution,0.5,0.2397153228521347,1.0,0.4633246958255768,0.9596201578776041,0.15567058987087673,0.0034043792635202407,0.00445632942719385,0.0010519501636736092
D2,3047,A_rendered,0.1,0.0483601875603199,0.2781457304954529,0.09513476490974426,0.8281898498535156,0.017820994059244793,0.0034085188643075527,0.003466867987299338,5.8349122991785234e-05
D2,3047,A_rendered,0.3,0.14050798118114471,0.7250134944915771,0.27573686838150024,0.9350123935275607,0.05886501736111111,0.0034085188643075527,0.0037999373394995927,0.00039141847519203994
D2,3047,A_rendered,0.5,0.21977412700653076,1.0,0.4270777404308319,0.9569549560546875,0.1321894327799479,0.0034085188643075527,0.00428443041164428,0.0008759115473367272
D2,3047,B_phase_g_input,0.1,0.09772119671106339,0.5153322815895081,0.19199761748313904,0.9103724161783854,0.03474722968207465,0.0034085188643075527,0.003609952505212277,0.00020143364090472425
D2,3047,B_phase_g_input,0.3,0.2576092481613159,1.0,0.4959210753440857,0.9628372192382812,0.1833860609266493,0.0034085188643075527,0.00462880491395481,0.001220286049647257
D2,3047,B_phase_g_input,0.5,0.351307213306427,1.0,0.6529412269592285,0.973687489827474,0.36165406968858504,0.0034085188643075527,0.005606830422766507,0.002198311558458954
D2,3047,C_binder_resolution,0.1,0.053857747465372086,0.28997981548309326,0.10599307715892792,0.8450520833333334,0.019241756863064237,0.0034085188643075527,0.003480810491601005,7.229162729345236e-05
D2,3047,C_binder_resolution,0.3,0.155299112200737,0.7941176295280457,0.3042871654033661,0.9406445821126302,0.06955803765190972,0.0034085188643075527,0.003877676522824913,0.0004691576585173604
D2,3047,C_binder_resolution,0.5,0.2396012395620346,1.0,0.46339234709739685,0.9601961771647135,0.15722571478949654,0.0034085188643075527,0.004480631480691955,0.001072112616384402
D2,3064,A_rendered,0.1,0.048270002007484436,0.2727249562740326,0.09504348039627075,0.8266097174750434,0.019504970974392362,0.0034816366445738823,0.003538660379126668,5.702373455278558e-05
D2,3064,A_rendered,0.3,0.14025436341762543,0.7420325875282288,0.27522939443588257,0.9338701036241319,0.0611724853515625,0.0034816366445738823,0.0038606005837209523,0.00037896393914706996
D2,3064,A_rendered,0.5,0.2192273736000061,1.0,0.4261437654495239,0.9555575052897135,0.13530010647243923,0.0034816366445738823,0.004364878125488758,0.000883241480914876
D2,3064,B_phase_g_input,0.1,0.09762029349803925,0.4834415316581726,0.19193831086158752,0.9088550143771701,0.03684955173068576,0.0034816366445738823,0.0036987084778957067,0.0002170718333218244
D2,3064,B_phase_g_input,0.3,0.257075697183609,1.0,0.4954248070716858,0.9614431593153212,0.18543201022677952,0.0034816366445738823,0.004687779210507869,0.001206142565933987
D2,3064,B_phase_g_input,0.5,0.3513337969779968,1.0,0.6561530232429504,0.9720755683051215,0.36319393581814235,0.0034816366445738823,0.005678716767579317,0.002197080123005435
D2,3064,C_binder_resolution,0.1,0.05387156084179878,0.29103052616119385,0.1060153916478157,0.8436529371473525,0.0210770501030816,0.0034816366445738823,0.0035560559364967046,7.441929192282233e-05
D2,3064,C_binder_resolution,0.3,0.15514793992042542,0.7738562226295471,0.30392152070999146,0.9392530653211806,0.07167349921332465,0.0034816366445738823,0.003982308931881562,0.0005006722873076796
D2,3064,C_binder_resolution,0.5,0.2390620857477188,1.0,0.46274977922439575,0.958756340874566,0.16031985812717015,0.0034816366445738823,0.004584684234578163,0.0011030475900042805
D2,3081,A_rendered,0.1,0.04834600165486336,0.25070902705192566,0.09517055749893188,0.8287692599826388,0.017559051513671875,0.003533857804723084,0.0035876059788279234,5.374817410483965e-05
D2,3081,A_rendered,0.3,0.14057216048240662,0.7120357751846313,0.2757790982723236,0.9353972540961372,0.0570572747124566,0.003533857804723084,0.003924487205222249,0.00039062940049916506
D2,3081,A_rendered,0.5,0.2197701334953308,0.9849320650100708,0.4264705181121826,0.956885019938151,0.13075468275282118,0.003533857804723084,0.004451556236017495,0.0009176984312944114
D2,3081,B_phase_g_input,0.1,0.0977352187037468,0.4875839352607727,0.19196583330631256,0.9109170701768663,0.03387154473198785,0.003533857804723084,0.00373655425501056,0.00020269645028747618
D2,3081,B_phase_g_input,0.3,0.257725328207016,1.0,0.49542486667633057,0.9634085761176215,0.18143929375542533,0.003533857804723084,0.004833762894850224,0.0012999050901271406
D2,3081,B_phase_g_input,0.5,0.3512023687362671,1.0,0.6522876024246216,0.973958757188585,0.3612344529893663,0.003533857804723084,0.005837361351586879,0.002303503546863795
D2,3081,C_binder_resolution,0.1,0.053813811391592026,0.27899909019470215,0.10588234663009644,0.8449829949273003,0.018808152940538194,0.003533857804723084,0.0036098138894885778,7.595608476549396e-05
D2,3081,C_binder_resolution,0.3,0.15546554327011108,0.7703394889831543,0.3044191896915436,0.9412994384765625,0.0680508083767361,0.003533857804723084,0.004003650910453871,0.00046979310573078744
D2,3081,C_binder_resolution,0.5,0.23983585834503174,1.0,0.4632341265678406,0.9605361090766059,0.15648990207248265,0.003533857804723084,0.004698832787107676,0.0011649749823845921
D2,3098,A_rendered,0.1,0.04835225269198418,0.26082462072372437,0.09512727707624435,0.8285018073187934,0.016978793674045138,0.0035704884270671756,0.003627560148015618,5.7071720948442557e-05
D2,3098,A_rendered,0.3,0.1405395269393921,0.6978679299354553,0.2756384015083313,0.9355964660644531,0.05717510647243924,0.0035704884270671756,0.003953794913832099,0.000383306486764923
D2,3098,A_rendered,0.5,0.21976761519908905,1.0,0.42612922191619873,0.9574334886338975,0.13076358371310765,0.0035704884270671756,0.004485768626909703,0.0009152801998425276
D2,3098,B_phase_g_input,0.1,0.09776857495307922,0.47510939836502075,0.19197750091552734,0.911095937093099,0.03335359361436632,0.0035704884270671756,0.003785091044846922,0.00021460261777974656
D2,3098,B_phase_g_input,0.3,0.2574687600135803,1.0,0.49535447359085083,0.9633284674750434,0.1818635728624132,0.0035704884270671756,0.004818296327721327,0.0012478079006541516
D2,3098,B_phase_g_input,0.5,0.35127338767051697,1.0,0.6529411673545837,0.9738909403483073,0.36107296413845485,0.0035704884270671756,0.0057466182974167165,0.002176129870349541
D2,3098,C_binder_resolution,0.1,0.053901489824056625,0.3142990469932556,0.10605648159980774,0.8451254102918837,0.018453809950086806,0.0035704884270671756,0.0036346652894280853,6.417686236090967e-05
D2,3098,C_binder_resolution,0.3,0.1553991138935089,0.7915911674499512,0.3041384518146515,0.941084967719184,0.06788550482855903,0.0035704884270671756,0.004075881012249738,0.000505392585182562
D2,3098,C_binder_resolution,0.5,0.23975564539432526,1.0,0.4634028673171997,0.960669199625651,0.15584903293185765,0.0035704884270671756,0.0045950222760438916,0.001024533848976716
D2,3115,A_rendered,0.1,0.048285700380802155,0.25588327646255493,0.0950317531824112,0.8271467420789931,0.01882722642686632,0.003517926740460098,0.0035738342790864407,5.590753862634275e-05
D2,3115,A_rendered,0.3,0.14035500586032867,0.7303780317306519,0.2752954363822937,0.9340693155924479,0.059679667154947914,0.003517926740460098,0.003909636574098841,0.00039170983363874274
D2,3115,A_rendered,0.5,0.21938683092594147,1.0,0.42635127902030945,0.9559843275282118,0.13283411661783853,0.003517926740460098,0.004395278193987906,0.0008773514535278084
D2,3115,B_phase_g_input,0.1,0.0976795181632042,0.47581639885902405,0.1919800490140915,0.9098362392849393,0.0358687506781684,0.003517926740460098,0.0037167300935834644,0.00019880335312336649
D2,3115,B_phase_g_input,0.3,0.25722363591194153,1.0,0.4950929880142212,0.9620361328125,0.1834623548719618,0.003517926740460098,0.004730943817412481,0.001213017076952383
D2,3115,B_phase_g_input,0.5,0.35154542326927185,1.0,0.6535947918891907,0.9727554321289062,0.3623487684461806,0.003517926740460098,0.005690496705938131,0.0021725699654780327
D2,3115,C_binder_resolution,0.1,0.05380761995911598,0.29869282245635986,0.10593491047620773,0.8438635932074653,0.020323859320746526,0.003517926740460098,0.0035865111800376325,6.858443957753453e-05
D2,3115,C_binder_resolution,0.3,0.15527693927288055,0.7611389756202698,0.3043566644191742,0.9402559068467882,0.0699297587076823,0.003517926740460098,0.003989385825116187,0.000471459084656089
D2,3115,C_binder_resolution,0.5,0.23945853114128113,1.0,0.463775098323822,0.9593925476074219,0.15772586398654515,0.003517926740460098,0.004581606044666842,0.0010636793042067437
D2,3132,A_rendered,0.1,0.04834340885281563,0.2572424113750458,0.09518709778785706,0.8283954196506076,0.0170029534233941,0.003810600267024711,0.0038621270447038113,5.152677767910046e-05
D2,3132,A_rendered,0.3,0.14062047004699707,0.6764705777168274,0.27579012513160706,0.9357062445746528,0.05651685926649305,0.003810600267024711,0.00418036924675107,0.000369768979726359
D2,3132,A_rendered,0.5,0.22018718719482422,1.0,0.4271726608276367,0.9574555291069878,0.12950897216796875,0.003810600267024711,0.004673278238624334,0.0008626779715996233
D2,3132,B_phase_g_input,0.1,0.097847118973732,0.5065458416938782,0.19212499260902405,0.9111434088812934,0.033111572265625,0.003810600267024711,0.004015915642958135,0.0002053153759334239
D2,3132,B_phase_g_input,0.3,0.2578136920928955,1.0,0.4950980544090271,0.9635938008626302,0.18034193250868055,0.003810600267024711,0.004989346431102604,0.0011787461640778928
D2,3132,B_phase_g_input,0.5,0.351573646068573,1.0,0.6509803533554077,0.9740278455946181,0.36114544338650173,0.003810600267024711,0.005923224182333797,0.002112623915309086
D2,3132,C_binder_resolution,0.1,0.053892478346824646,0.2969200611114502,0.10601355135440826,0.84526613023546,0.018446604410807293,0.003810600267024711,0.003882950852857903,7.235058583319196e-05
D2,3132,C_binder_resolution,0.3,0.15554895997047424,0.8046537637710571,0.3044540584087372,0.9414944118923612,0.06713019476996528,0.003810600267024711,0.004289305163547396,0.00047870489652268545
D2,3132,C_binder_resolution,0.5,0.23985491693019867,1.0,0.46318086981773376,0.9607649909125434,0.15475845336914062,0.003810600267024711,0.004856264695990831,0.00104566442896612
D2,3149,A_rendered,0.1,0.04831938445568085,0.26224929094314575,0.09514526277780533,0.8273900349934896,0.018566131591796875,0.0037563382822554557,0.00380739540560171,5.10571233462544e-05
D2,3149,A_rendered,0.3,0.14034999907016754,0.7411764860153198,0.2754271328449249,0.9346572028266059,0.05943340725368924,0.0037563382822554557,0.004157238471088931,0.00040090018883347494
D2,3149,A_rendered,0.5,0.21966807544231415,0.9849616289138794,0.42679738998413086,0.9559529622395834,0.13210593329535592,0.0037563382822554557,0.004675610351841897,0.0009192720695864413
D2,3149,B_phase_g_input,0.1,0.09762823581695557,0.46578866243362427,0.19189509749412537,0.9097264607747396,0.035567389594184026,0.0037563382822554557,0.0039656017906963825,0.00020926350844092684
D2,3149,B_phase_g_input,0.3,0.2577004134654999,1.0,0.49597686529159546,0.9621018303765191,0.18296305338541666,0.0037563382822554557,0.005029466212727129,0.0012731279304716734
D2,3149,B_phase_g_input,0.5,0.3514111340045929,1.0,0.6518895626068115,0.972609625922309,0.3613535563151042,0.0037563382822554557,0.0060023490339517595,0.002246010751696304
D2,3149,C_binder_resolution,0.1,0.053800761699676514,0.30594533681869507,0.10589531064033508,0.8440895080566406,0.020065731472439237,0.0037563382822554557,0.0038209434365853666,6.460515432991096e-05
D2,3149,C_binder_resolution,0.3,0.1553622931241989,0.7660221457481384,0.3045614957809448,0.9400227864583334,0.06992806328667535,0.0037563382822554557,0.004228018777212128,0.00047168049495667237
D2,3149,C_binder_resolution,0.5,0.2397213876247406,1.0,0.4639187455177307,0.9593175252278646,0.15753089057074654,0.0037563382822554557,0.004842861025827006,0.0010865227435715502
D2,4324,A_rendered,0.1,0.04836296662688255,0.25767791271209717,0.0951647013425827,0.8285022311740451,0.01705381605360243,0.0032763401279225944,0.0033304640208370985,5.412389291450416e-05
D2,4324,A_rendered,0.3,0.14061906933784485,0.6987245678901672,0.2758322060108185,0.9359419080946181,0.0564011467827691,0.0032763401279225944,0.003629685833584517,0.0003533457056619227
D2,4324,A_rendered,0.5,0.22023126482963562,1.0,0.427450954914093,0.9573232862684462,0.12967639499240452,0.0032763401279225944,0.004112435306888073,0.000836095178965479
D2,4324,B_phase_g_input,0.1,0.09771321713924408,0.5065154433250427,0.19197498261928558,0.911034901936849,0.033114115397135414,0.0032763401279225944,0.0034763107250910252,0.00019997059716843086
D2,4324,B_phase_g_input,0.3,0.2579633593559265,1.0,0.4958447217941284,0.9634590148925781,0.18044620090060765,0.0032763401279225944,0.0044293293613009155,0.001152989233378321
D2,4324,B_phase_g_input,0.5,0.3517039716243744,1.0,0.6514483690261841,0.9740511576334635,0.3610127766927083,0.0032763401279225944,0.0053546592127531765,0.002078319084830582
D2,4324,C_binder_resolution,0.1,0.053911369293928146,0.2748362421989441,0.10613587498664856,0.8449172973632812,0.01827028062608507,0.0032763401279225944,0.003346034267451614,6.969413952901977e-05
D2,4324,C_binder_resolution,0.3,0.15556316077709198,0.7475364208221436,0.3045751452445984,0.941582997639974,0.06691826714409722,0.0032763401279225944,0.0037190823000855743,0.00044274217216297993
D2,4324,C_binder_resolution,0.5,0.23997385799884796,1.0,0.46295204758644104,0.9610218471950955,0.15523486667209202,0.0032763401279225944,0.004275049391435459,0.0009987092635128647
D2,4341,A_rendered,0.1,0.04843601956963539,0.25728335976600647,0.09531344473361969,0.8296483357747396,0.016013251410590276,0.003373096720315516,0.0034298095968551936,5.671287653967764e-05
D2,4341,A_rendered,0.3,0.14067958295345306,0.7104575634002686,0.27596354484558105,0.9364191691080729,0.0563248528374566,0.003373096720315516,0.003775525972014293,0.000402429251698777
D2,4341,A_rendered,0.5,0.21980027854442596,1.0,0.42657947540283203,0.958091311984592,0.12994893391927084,0.003373096720315516,0.004285029851598665,0.000911933131283149
D2,4341,B_phase_g_input,0.1,0.09777496010065079,0.5156025290489197,0.191948801279068,0.9113341437445747,0.03239144219292535,0.003373096720315516,0.003587876760866493,0.000214780040550977
D2,4341,B_phase_g_input,0.3,0.25781282782554626,1.0,0.49542486667633057,0.9643800523546007,0.18105528089735243,0.003373096720315516,0.004673977405764163,0.001300880685448647
D2,4341,B_phase_g_input,0.5,0.3514532446861267,1.0,0.6527978181838989,0.97478273179796,0.36099878946940106,0.003373096720315516,0.005663230922073126,0.0022901342017576103
D2,4341,C_binder_resolution,0.1,0.05397837981581688,0.26300567388534546,0.10624658316373825,0.8456679450141059,0.01738272772894965,0.003373096720315516,0.003447840956505388,7.47442361898722e-05
D2,4341,C_binder_resolution,0.3,0.15549732744693756,0.8274016380310059,0.3043963313102722,0.9422666761610243,0.06680552164713542,0.003373096720315516,0.0038463381235487757,0.00047324140323325983
D2,4341,C_binder_resolution,0.5,0.2398267537355423,1.0,0.4634449779987335,0.9618301391601562,0.15497207641601562,0.003373096720315516,0.004457868699682876,0.0010847719793673602
D2,4358,A_rendered,0.1,0.048466600477695465,0.26023679971694946,0.09533564746379852,0.8301366170247396,0.014495001898871528,0.0031259271025191994,0.003183307801373303,5.73806988541036e-05
D2,4358,A_rendered,0.3,0.14088650047779083,0.7523792386054993,0.27610811591148376,0.9374622768825955,0.0536393059624566,0.0031259271025191994,0.003516689082607627,0.0003907619800884274
D2,4358,A_rendered,0.5,0.22045117616653442,0.9754856824874878,0.4270556569099426,0.9592721727159288,0.1270378960503472,0.0031259271025191994,0.0040196334884967655,0.0008937063859775661
D2,4358,B_phase_g_input,0.1,0.09795206785202026,0.501883864402771,0.19218479096889496,0.9128413730197482,0.030418819851345487,0.0031259271025191994,0.003341616172110662,0.0002156890695914626
D2,4358,B_phase_g_input,0.3,0.2582697570323944,1.0,0.4959586262702942,0.9654121398925781,0.17857487996419272,0.0031259271025191994,0.004319387057330459,0.0011934599548112596
D2,4358,B_phase_g_input,0.5,0.351502925157547,1.0,0.6497749090194702,0.9760225084092882,0.35960133870442706,0.0031259271025191994,0.005315455363597721,0.0021895282610785213
D2,4358,C_binder_resolution,0.1,0.05398695543408394,0.2798832058906555,0.10613251477479935,0.8467055426703559,0.01584159003363715,0.0031259271025191994,0.0032017529592849314,7.5825856765732e-05
D2,4358,C_binder_resolution,0.3,0.15580399334430695,0.7755991220474243,0.30471116304397583,0.9432661268446181,0.06438064575195312,0.0031259271025191994,0.003605698689352721,0.0004797715868335214
D2,4358,C_binder_resolution,0.5,0.2402821183204651,1.0,0.46361657977104187,0.9626621670193143,0.15245776706271702,0.0031259271025191994,0.004198875545989722,0.0010729484434705222
D2,4375,A_rendered,0.1,0.04837207496166229,0.2530912458896637,0.09524432569742203,0.8288222418891059,0.0171356201171875,0.0031661767163313924,0.0032230742217507213,5.689750541932898e-05
D2,4375,A_rendered,0.3,0.14063306152820587,0.744346559047699,0.2757069170475006,0.9354256523980035,0.05681482950846354,0.0031661767163313924,0.0035881495859939605,0.00042197286966256815
D2,4375,A_rendered,0.5,0.22006937861442566,0.9816992878913879,0.42696696519851685,0.9569553799099393,0.13017823961046007,0.0031661767163313924,0.004116962000261992,0.0009507852839305995
D2,4375,B_phase_g_input,0.1,0.09778637439012527,0.4832025170326233,0.1921568661928177,0.910453372531467,0.033377753363715276,0.0031661767163313924,0.0034064194769598544,0.000240242760628462
D2,4375,B_phase_g_input,0.3,0.257872998714447,1.0,0.4958605170249939,0.9631788465711806,0.18108325534396702,0.0031661767163313924,0.004448789206799119,0.001282612490467727
D2,4375,B_phase_g_input,0.5,0.3515990972518921,1.0,0.6522876620292664,0.9735480414496528,0.36054017808702254,0.0031661767163313924,0.005437666724901646,0.002271490008570254
D2,4375,C_binder_resolution,0.1,0.053904201835393906,0.27529165148735046,0.10614487528800964,0.8452652825249566,0.01860597398546007,0.0031661767163313924,0.0032454277155920864,7.925099926069405e-05
D2,4375,C_binder_resolution,0.3,0.1554184854030609,0.8983855247497559,0.3044339120388031,0.9411913553873698,0.06762440999348958,0.0031661767163313924,0.0036765901371836663,0.000510413420852274
D2,4375,C_binder_resolution,0.5,0.2396559864282608,1.0,0.4631931185722351,0.9604526095920138,0.15586937798394096,0.0031661767163313924,0.004303368029650301,0.0011371913133189082
D2,4392,A_rendered,0.1,0.048371151089668274,0.25878649950027466,0.09517155587673187,0.8295245700412326,0.015811496310763888,0.003390005882829428,0.003446170617826283,5.6164734996855085e-05
D2,4392,A_rendered,0.3,0.14086228609085083,0.7906685471534729,0.2760205566883087,0.9368489583333334,0.05469724867078993,0.003390005882829428,0.003799574752338231,0.000409568869508803
D2,4392,A_rendered,0.5,0.22036375105381012,1.0,0.4270462095737457,0.958144293891059,0.1279229058159722,0.003390005882829428,0.004270038683898747,0.0008800328010693192
D2,4392,B_phase_g_input,0.1,0.0978458821773529,0.49747857451438904,0.19208751618862152,0.9122305976019965,0.03181627061631945,0.003390005882829428,0.0036046097986400126,0.00021460391581058476
D2,4392,B_phase_g_input,0.3,0.2581773102283478,1.0,0.49556905031204224,0.9643847147623698,0.17901780870225695,0.003390005882829428,0.004629927093628794,0.001239921210799366
